1185,359,"80",,1,,,"demo","demo",,
1186,360,"50",,1,,,"demo","demo",,
1187,363,">1.025",,1,,,"demo","demo",,
1203,364,"1+",,1,,,"demo","demo",,
1204,365,"1+",,1,,,"demo","demo",,
1205,366,"1+",,1,,,"demo","demo",,
1261,572,"80",,1,,,"demo","demo",,
1262,573,"50",,1,,,"demo","demo",,
1273,613,"80",,1,,,"demo","demo",,
1274,614,"50",,1,,,"demo","demo",,
1275,617,">1.025",,1,,,"demo","demo",,
1276,618,"1+",,1,,,"demo","demo",,
1277,619,"1+",,1,,,"demo","demo",,
1278,620,"1+",,1,,,"demo","demo",,
1386,978,"80",,1,,,"demo","demo",,
1387,979,"50",,1,,,"demo","demo",,
1446,264,"90",,1,,,"demo","demo",,
1447,265,"60",,1,,,"demo","demo",,
1460,304,"2+",,1,,,"demo","demo",,
1461,305,"2+",,1,,,"demo","demo",,
1462,306,"2+",,1,,,"demo","demo",,
1480,359,"90",,1,,,"demo","demo",,
1481,360,"60",,1,,,"demo","demo",,
1494,364,"2+",,1,,,"demo","demo",,
1495,365,"2+",,1,,,"demo","demo",,
1496,366,"2+",,1,,,"demo","demo",,
1542,572,"90",,1,,,"demo","demo",,
1543,573,"60",,1,,,"demo","demo",,
1551,613,"90",,1,,,"demo","demo",,
1552,614,"60",,1,,,"demo","demo",,
1553,618,"2+",,1,,,"demo","demo",,
1554,619,"2+",,1,,,"demo","demo",,
1555,620,"2+",,1,,,"demo","demo",,
1630,978,"90",,1,,,"demo","demo",,
1631,979,"60",,1,,,"demo","demo",,
1674,264,"100",,1,,,"demo","demo",,
1675,265,"70",,1,,,"demo","demo",,
1684,304,"3+",,1,,,"demo","demo",,
1685,305,"3+",,1,,,"demo","demo",,
1686,306,"3+",,1,,,"demo","demo",,
1699,359,"100",,1,,,"demo","demo",,
1700,360,"70",,1,,,"demo","demo",,
1708,364,"3+",,1,,,"demo","demo",,
1709,365,"3+",,1,,,"demo","demo",,
1710,366,"3+",,1,,,"demo","demo",,
1746,572,"100",,1,,,"demo","demo",,
1747,573,"70",,1,,,"demo","demo",,
1754,613,"100",,1,,,"demo","demo",,
1755,614,"70",,1,,,"demo","demo",,
1756,618,"3+",,1,,,"demo","demo",,
1757,619,"3+",,1,,,"demo","demo",,
1758,620,"3+",,1,,,"demo","demo",,
1817,978,"100",,1,,,"demo","demo",,
1818,979,"70",,1,,,"demo","demo",,
1850,264,"110",,1,,,"demo","demo",,
1851,265,"80",,1,,,"demo","demo",,
1855,304,"+4",,1,,,"demo","demo",,
1856,305,"+4",,1,,,"demo","demo",,
1857,306,"+4",,1,,,"demo","demo",,
1866,359,"110",,1,,,"demo","demo",,
1867,360,"80",,1,,,"demo","demo",,
1872,364,"+4",,1,,,"demo","demo",,
1873,365,"+4",,1,,,"demo","demo",,
1874,366,"+4",,1,,,"demo","demo",,
1905,572,"110",,1,,,"demo","demo",,
1906,573,"80",,1,,,"demo","demo",,
1913,613,"110",,1,,,"demo","demo",,
1914,614,"80",,1,,,"demo","demo",,
1915,618,"+4",,1,,,"demo","demo",,
1916,619,"+4",,1,,,"demo","demo",,
1917,620,"+4",,1,,,"demo","demo",,
1966,978,"110",,1,,,"demo","demo",,
1967,979,"80",,1,,,"demo","demo",,
1989,264,"120",,1,,,"demo","demo",,
1990,265,"90",,1,,,"demo","demo",,
2002,359,"120",,1,,,"demo","demo",,
2003,360,"90",,1,,,"demo","demo",,
2031,572,"120",,1,,,"demo","demo",,
2032,573,"90",,1,,,"demo","demo",,
2039,613,"120",,1,,,"demo","demo",,
2040,614,"90",,1,,,"demo","demo",,
2079,978,"120",,1,,,"demo","demo",,
2080,979,"90",,1,,,"demo","demo",,
2098,264,"130",,1,,,"demo","demo",,
2099,265,"100",,1,,,"demo","demo",,
2109,359,"130",,1,,,"demo","demo",,
2110,360,"100",,1,,,"demo","demo",,
2134,572,"130",,1,,,"demo","demo",,
2135,573,"100",,1,,,"demo","demo",,
2140,613,"130",,1,,,"demo","demo",,
2141,614,"100",,1,,,"demo","demo",,
2175,978,"130",,1,,,"demo","demo",,
2176,979,"100",,1,,,"demo","demo",,
2193,264,"140",,1,,,"demo","demo",,
2194,265,">=110",,1,,,"demo","demo",,
2202,359,"140",,1,,,"demo","demo",,
2203,360,">=110",,1,,,"demo","demo",,
2219,572,"140",,1,,,"demo","demo",,
2220,573,">=110",,1,,,"demo","demo",,
2225,613,"140",,1,,,"demo","demo",,
2226,614,">=110",,1,,,"demo","demo",,
2249,978,"140",,1,,,"demo","demo",,
2250,979,">=110",,1,,,"demo","demo",,
2264,264,"150",,1,,,"demo","demo",,
2270,359,"150",,1,,,"demo","demo",,
2282,572,"150",,1,,,"demo","demo",,
2287,613,"150",,1,,,"demo","demo",,
2304,978,"150",,1,,,"demo","demo",,
2318,264,"160",,1,,,"demo","demo",,
2324,359,"160",,1,,,"demo","demo",,
2335,572,"160",,1,,,"demo","demo",,
2340,613,"160",,1,,,"demo","demo",,
2355,978,"160",,1,,,"demo","demo",,
2368,264,"170",,1,,,"demo","demo",,
2371,359,"170",,1,,,"demo","demo",,
2377,572,"170",,1,,,"demo","demo",,
2382,613,"170",,1,,,"demo","demo",,
2397,978,"170",,1,,,"demo","demo",,
2404,264,"180",,1,,,"demo","demo",,
2405,359,"180",,1,,,"demo","demo",,
2410,572,"180",,1,,,"demo","demo",,
2413,613,"180",,1,,,"demo","demo",,
2424,978,"180",,1,,,"demo","demo",,
2430,264,"190",,1,,,"demo","demo",,
2431,359,"190",,1,,,"demo","demo",,
2435,572,"190",,1,,,"demo","demo",,
2437,613,"190",,1,,,"demo","demo",,
2448,978,"190",,1,,,"demo","demo",,
2454,264,"200",,1,,,"demo","demo",,
2455,359,"200",,1,,,"demo","demo",,
2459,572,"200",,1,,,"demo","demo",,
2460,613,"200",,1,,,"demo","demo",,
2470,978,"200",,1,,,"demo","demo",,
2474,264,"210",,1,,,"demo","demo",,
2475,359,"210",,1,,,"demo","demo",,
2478,572,"210",,1,,,"demo","demo",,
2479,613,"210",,1,,,"demo","demo",,
2489,978,"210",,1,,,"demo","demo",,
2493,264,">=220",,1,,,"demo","demo",,
2494,359,">=220",,1,,,"demo","demo",,
2497,572,">=220",,1,,,"demo","demo",,
2498,613,">=220",,1,,,"demo","demo",,
2506,978,">=220",,1,,,"demo","demo",,
2556,28,"Housewife","",1,"2004-08-06 14:46:18.0","2004-08-06 11:32:42.0","demo","demo",,4
2685,1239,"Christian - non-denominational","",1,"2004-10-05 17:35:05.0","2004-10-05 17:35:05.0","demo","demo",,1
2686,1239,"None","",1,"2004-10-05 17:39:55.0","2004-10-05 17:35:30.0","demo","demo",,0
2687,1239,"Christian - Anglican","",1,"2004-10-05 17:36:05.0","2004-10-05 17:36:05.0","demo","demo",,2
2688,1239,"Christian - Pentecostal","",1,"2005-11-03 16:28:30.0","2004-10-05 17:36:22.0","zepadmin","demo",1,7
2689,1239,"Christian - Jehovah\'s Witness","",1,"2005-11-03 16:28:16.0","2004-10-05 17:36:37.0","zepadmin","demo",1,5
2690,1239,"Muslim","",1,"2004-10-05 17:37:22.0","2004-10-05 17:37:22.0","demo","demo",,12
2691,1239,"Hindu","",1,"2004-10-05 17:37:33.0","2004-10-05 17:37:33.0","demo","demo",,9
2692,1239,"Indigenous Beliefs","",1,"2004-10-05 17:37:57.0","2004-10-05 17:37:57.0","demo","demo",,10
2693,1239,"Judaism","",1,"2004-10-05 17:38:10.0","2004-10-05 17:38:10.0","demo","demo",,11
2694,1239,"Christian - Roman Catholic","",1,"2004-10-05 17:38:41.0","2004-10-05 17:38:41.0","demo","demo",,6
2695,1239,"Christian - Baptist","",1,"2004-10-05 17:39:00.0","2004-10-05 17:39:00.0","demo","demo",,4
2696,1239,"Other (please describe)","",1,"2005-02-14 08:39:34.0","2004-10-05 17:39:19.0","demo","demo",,13
2963,12,"Other, describe","",1,"2005-11-03 16:26:27.0","2005-11-03 16:26:27.0","zepadmin","zepadmin",1,2147483647
2964,1239,"Christian - 7th Day Adventist","",1,"2005-11-03 16:29:19.0","2005-11-03 16:27:26.0","zepadmin","zepadmin",1,8
2965,1239,"Christian - Apostolic","",1,"2005-11-03 16:29:03.0","2005-11-03 16:29:03.0","zepadmin","zepadmin",1,3
3100,2053,"Clinic Referral","0",1,,,,,,0
3101,2053,"Self Referral: High cost","1",1,,,,,,1
3102,2053,"Self Referral: Private Pt.","2",1,,,,,,2
3103,2053,"Self Referral: Paying","3",1,,,,,,3
3104,2053,"Self Referral: Staff","4",1,,,,,,4
3187,2119,"box","0",1,,,,,,0
3188,2119,"tablets","1",1,,,,,,1
3189,2119,"pills","2",1,,,,,,2
3190,2132,"knee scrape","0",1,,,,,,0
3191,2132," broken ankle","1",1,,,,,,1
3192,2132," bump on head","2",1,,,,,,2
3193,2135,"Livingston","0",1,,,,,,0
3194,2135," Kitwe","1",1,,,,,,1
3195,2135,"Ndola","2",1,,,,,,2
3196,2135,"Chipata","3",1,,,,,,3
3197,2140,"bananas","0",1,,,,,,0
3198,2140," oranges","1",1,,,,,,1
3199,2140," apples","2",1,,,,,,2
